productId,name,gender,category,articleType,color,season,usage,price
18461,David Beckham Signature Men Deos,Men,top,Deodorant,white,Spring,Casual,40
9036,Buckaroo Men Flores Black Formal Shoes,Men,shoes,Formal Shoes,black,Winter,Formal,94
48311,Pitaraa Women Bronze Beaded Bracelet,Women,accessory,Bracelet,bronze,Winter,Casual,68
7990,Fila Men's Round Neck Navy Blue T-shirt,Men,top,Tshirts,blue,Fall,Sports,27
56019,Colorbar Soft Touch Show Stopper Copper Lipstick 037,Women,top,Lipstick,brown,Spring,Casual,34
21977,Murcia Women Casual Brown Handbag,Women,accessory,Handbags,brown,Winter,Casual,50
37812,John Players Men Navy Blue Shirt,Men,top,Shirts,blue,Summer,Formal,45
4729,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,Boys,top,Tshirts,green,Summer,Casual,47
56825,John Players Men Brown Shirt,Men,top,Shirts,brown,Summer,Casual,20
39988,Gas Men Europa White Shoes,Men,shoes,Casual Shoes,white,Winter,Casual,98
59051,Carlton London Women Black & Gold Toned Flats,Women,shoes,Flats,black,Winter,Casual,60
20099,Diva Women Embroided Green Kurta,Women,top,Kurtas,green,Fall,Ethnic,42
58183,Rocky S Women White Handbag,Women,accessory,Handbags,white,Summer,Casual,69
29742,Kiara Women Teal Handbag,Women,accessory,Handbags,teal,Summer,Casual,58
51658,Fossil Women Copper Chronograph Watch CH2589,Women,accessory,Watches,copper,Winter,Casual,50
3954,Jealous 21 Women's Pink T-shirt,Women,top,Tshirts,pink,Summer,Casual,24
18839,Peter England Men Formal Black Belt,Men,accessory,Belts,black,Fall,Formal,42
2886,Catwalk Women Leather Brown Flats,Women,shoes,Flats,brown,Winter,Casual,98
23278,Maxima Ssteele Men Off White Watch,Men,accessory,Watches,white,Winter,Casual,58
28690,W Women Printed Beige Kurta,Women,top,Kurtas,beige,Summer,Ethnic,23
8580,Scullers Men  Grey Waistcoat,Men,top,Waistcoat,grey,Fall,Casual,22
3168,Nike Men's Incinerate MSL White Blue Shoe,Men,shoes,Sports Shoes,white,Fall,Sports,74
18005,Puma Men Long Logo Black Bermuda,Men,bottom,Shorts,black,Summer,Sports,33
17871,Levis Men Boxer Maroon Brief,Men,top,Briefs,red,Winter,Casual,31
9452,John Miller Men Stripes White Red Shirts,Men,top,Shirts,red,Fall,Formal,47
38402,Baggit Women Hood Dabang Black Belt,Women,accessory,Belts,black,Summer,Casual,59
44984,Maxima Women White Dial Watch,Women,accessory,Watches,white,Winter,Casual,48
10268,Clarks Men Hang Work Leather Black Formal Shoes,Men,shoes,Formal Shoes,black,Fall,Formal,52
45856,Vishudh Women Brown Kurta,Women,top,Kurtas,brown,Summer,Ethnic,43
32138,Playboy Men Blue Titanium Briefs,Men,top,Briefs,blue,Summer,Casual,34
59435,Arrow Men Black Formal Shoes,Men,shoes,Formal Shoes,black,Summer,Formal,84
5891,Puma Men's Stripe Polo Black T-shirt,Men,top,Tshirts,black,Summer,Casual,23
38630,Nike Women Purple Polo T-shirt,Women,top,Tshirts,purple,Summer,Casual,49
4943,Gini and Jony Boy's Kaleb White Brown Kidswear,Men,top,Shirts,white,Summer,Casual,32
11188,Carrera Men Dial steel finish strap Silver Watches,Men,accessory,Watches,silver,Winter,Casual,25
10866,Wrangler Men Motor Rider Red T-Shirts,Men,top,Tshirts,red,Fall,Casual,37
59607,FNF Pink & Grey Wedding Collection Sari,Women,top,Sarees,grey,Fall,Ethnic,29
15528,Puma Men Scribble Black Tshirts,Men,top,Tshirts,black,Fall,Casual,46
45258,CASIO EDIFICE Men Black Dial Chronograph Watch ED60,Men,accessory,Watches,black,Winter,Casual,61
42841,French Connection Women Beige Handbag,Women,accessory,Handbags,beige,Summer,Casual,39
22198,Timberland Men Black Casual Shoes,Men,shoes,Casual Shoes,black,Fall,Casual,95
29570,Vans Men Classic Slip-On Purple & Black Shoes,Men,shoes,Casual Shoes,purple,Summer,Casual,54
43993,Police Women Passion Perfume,Women,top,Perfume and Body Mist,pink,Spring,Casual,21
6628,ADIDAS Men's Lowell White Silver Shoe,Men,shoes,Sports Shoes,white,Summer,Sports,92
54924,Do U Speak Green Men Blue Shorts,Men,bottom,Shorts,blue,Summer,Casual,37
26538,ID Men Red Shoes,Men,shoes,Casual Shoes,red,Fall,Casual,99
35913,Peperone Women Black & White Handbag,Women,accessory,Handbags,black,Summer,Casual,52
49495,Vans Men Khaki Shoes,Men,shoes,Casual Shoes,green,Summer,Casual,55
9660,Indigo Nation Men Reversible Bling Pink Shirts,Men,top,Shirts,pink,Fall,Casual,47
2288,Nike Women Black T-shirt,Women,top,Tshirts,black,Fall,Sports,27
23876,ADIDAS Men Blue Sweatshirt,Men,top,Sweatshirts,blue,Fall,Casual,47
18237,Manchester United Men Solid Red Tshirt,Men,top,Tshirts,red,Fall,Casual,23
54118,Rocia Women Black Flats,Women,shoes,Heels,black,Winter,Casual,74
2872,Catwalk Women Leather Flats,Women,shoes,Heels,brown,Winter,Casual,67
49653,Mineral Women Green Top,Women,top,Tops,green,Summer,Casual,34
8574,Crocs Dora Boots Pink Sandals,Women,shoes,Sandals,pink,Fall,Casual,90
16957,Image Men Sunglasses,Men,accessory,Sunglasses,black,Winter,Casual,61
19123,Lotto Men XL Water Man Silver Slippers,Men,shoes,Flip Flops,silver,Fall,Casual,60
13419,United Colors of Benetton Men Solid Pink Polo T-shirts,Men,top,Tshirts,pink,Summer,Casual,31
17885,Levis Men Comfort Style Grey Innerwear Vest,Men,top,Innerwear Vests,grey,Summer,Casual,31
43369,Reebok Men Black Possession Flip Flops,Men,shoes,Flip Flops,black,Summer,Casual,63
48781,Lucera Women Silver Pendant,Women,accessory,Pendant,silver,Summer,Casual,49
44970,Maxima Men White Dial Analog Chronograph Watch,Men,accessory,Watches,white,Winter,Casual,24
56489,Streetwear Ash Nail Polish # 31,Women,top,Nail Polish,bronze,Spring,,39
39524,Peter England Unisex Orange Sleeve Bag,Unisex,accessory,Laptop Bag,orange,Summer,Casual,36
33822,Puma Men Axis White & Grey Sports Shoes,Men,shoes,Sports Shoes,white,Summer,Sports,84
58513,Tonga Women Maroon Top,Women,top,Tops,white,Summer,Casual,43
25947,Femella Women Brown Scarf,Women,top,Scarves,brown,Summer,Casual,27
52029,Just Natural Unisex Charcoal Rain Jacket,Unisex,top,Rain Jacket,coffee brown,Summer,,25
5865,ADIDAS Men's Twelve Faster T-shirt,Men,top,Tshirts,black,Summer,Casual,34
39716,Arrow Woman Women Blue Dress,Women,top,Dresses,blue,Summer,Casual,32
25349,Levis Men Red Brief,Men,top,Briefs,red,Summer,Casual,28
11940,Ganuchi Men Casual Black Sandals,Men,shoes,Sandals,black,Summer,Casual,90
55802,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,Women,top,Night suits,white,Summer,Casual,42
29584,Indigo Nation Men Printed Black T-shirt,Men,top,Tshirts,black,Summer,Casual,37
43967,DKNY Women Red Delicious Perfume,Women,top,Perfume and Body Mist,red,Spring,Casual,27
28456,Urban Yoga Women Blue Skirt With Leggings,Women,bottom,Skirts,blue,Summer,Sports,51
34009,Gini and Jony Girls Black Top,Girls,top,Tops,black,Summer,Casual,30
19311,Nike Men Air Rift MTR White Casual Shoe,Men,shoes,Casual Shoes,white,Fall,Casual,99
42089,ADIDAS Men White Corona Sports Shoes,Men,shoes,Sports Shoes,white,Summer,Sports,99
22950,Fastrack Unisex Black Dial Watch 9915PP13,Unisex,accessory,Watches,black,Winter,Casual,22
49461,Vans Men Blue Era Scilla Plaid Shoes,Men,shoes,Casual Shoes,blue,Summer,Casual,64
8746,Crocs Kids Navy Blue Clogs,Unisex,shoes,Flip Flops,blue,Summer,Casual,52
9694,Classic Polo Men Vulcan White Polo Tshirts,Men,top,Tshirts,white,Fall,Casual,45
23882,Fila Men Destiny Grey Sports Shoes,Men,shoes,Sports Shoes,grey,Fall,Sports,70
34835,ADIDAS Men Blue Chill Sports Shoes,Men,shoes,Sports Shoes,blue,Summer,Sports,75
15984,Turtle Check Men Yellow Shirt,Men,top,Shirts,yellow,Fall,Casual,28
41268,Arrow Men Black Wallet,Men,accessory,Wallets,black,Summer,Casual,23
11518,Catwalk Women Gun Metal Grey Heels,Women,shoes,Heels,grey,Winter,Casual,63
14856,United Colors of Benetton Women Solid Beige Wallets,Women,accessory,Wallets,beige,Summer,Casual,55
33648,Lotto Men Ridge Brown Sandals,Men,shoes,Sandals,brown,Summer,Casual,63
59297,U.S. Polo Assn. Men White & Navy Blue Shirt,Men,top,Shirts,white,Fall,Casual,40
28032,Jockey ELANCE Men Bikini White Brief 1005,Men,top,Briefs,white,Summer,Casual,35
27846,Scullers For Her Charcoal Blazer,Women,top,Blazers,grey,Summer,Formal,32
26994,Jealous 21 Women Black Jeans,Women,bottom,Jeans,black,Summer,Casual,58
49839,iPanema Women Red Flip Flops,Women,shoes,Flip Flops,red,Winter,Casual,91
31923,Fabindia Women Blue Silk Sling Bag,Women,accessory,Handbags,blue,Summer,Casual,73
2618,Carlton London Women Silver Wedge Sandal,Women,shoes,Flats,silver,Spring,Casual,59
54588,Sushilas Women Printed Green Kurta,Women,top,Kurtas,green,Summer,Ethnic,28
49005,Lucera Women Silver Ring,Women,accessory,Ring,silver,Summer,Casual,32
8322,Doodle Boy's Route 66 Biker Blue Teen Kidswear,Boys,top,Tshirts,blue,Fall,Casual,27
13841,ADIDAS Unisex Three Small Dials White Watches,Unisex,accessory,Watches,white,Winter,Casual,48
28200,Ray-Ban Men Active Lifestyle Copper Sunglasses,Men,accessory,Sunglasses,copper,Winter,Casual,69
12993,ADIDAS Kids Adispeed Black Sports Shoes,Unisex,shoes,Sports Shoes,black,Fall,Sports,87
7158,Scullers Men  Green Check Shirt,Men,top,Shirts,green,Fall,Casual,32
18495,Puma Men Fashion Cat White Slipper,Men,shoes,Sandals,white,Fall,Casual,73
8110,Fastrack Men Economy 2 Analg Black Watch,Men,accessory,Watches,black,Winter,Casual,43
19547,United Colors of Benetton Men Solid Blue Sweatshirt,Men,top,Sweatshirts,blue,Fall,Casual,24
7964,Puma Men's Large Logo Graphic Black T-shirt,Men,top,Tshirts,black,Fall,Sports,36
36934,Giorgio Armani Women Idole Perfume,Women,top,Perfume and Body Mist,gold,Spring,Casual,35
39140,Aneri Women Black & Maroon Salwar Suit,Women,top,Kurta Sets,black,Summer,Ethnic,22
20851,Spice Art Women Ribbon Embroidery Red Clutch,Women,accessory,Clutches,red,Winter,Casual,21
41866,Estd. 1977 Men Beige & Green Sandals,Men,shoes,Sandals,beige,Fall,Casual,57
58177,Rocky S Women Brown Handbag,Women,accessory,Handbags,brown,Summer,Casual,34
44528,Coolers Men Black Sandals,Men,shoes,Sandals,black,Summer,Casual,90
16392,Levis Men Check Red Shirts,Men,top,Shirts,red,Fall,Casual,25
51455,Tonga Women Pink Printed Shrug,Women,top,Shrug,pink,Summer,Casual,45
50587,Chromozome Men Grey Briefs,Men,top,Briefs,grey,Summer,Casual,41
17240,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,Men,top,Tshirts,black,Fall,Casual,33
47530,Portia Women Copper-Toned & Brown Sandals,Women,shoes,Flats,copper,Winter,Casual,88
6617,Spykar Men Black and white Check Shirt,Men,top,Shirts,black,Summer,Casual,22
12732,Nike Unisex Swoosh Black Backpack,Unisex,accessory,Backpacks,black,Fall,Sports,64
3365,Myntra Men's Brain Black T-shirt,Men,top,Tshirts,black,Summer,Casual,32
42042,Nike Men Air Relentless 2 MSL White Sports Shoes,Men,shoes,Sports Shoes,white,Summer,Sports,88
23849,ADIDAS Men Black Anzo Breeze Casual Shoes,Men,shoes,Casual Shoes,black,Fall,Casual,79
43190,Fastrack Women White Dial Watch,Women,accessory,Watches,white,Winter,Casual,47
48578,Revv Men Steel Bracelet,Men,accessory,Bracelet,steel,Summer,Casual,16
30462,Lovable Women All Day Long Black Bra,Women,top,Bra,black,Summer,Casual,41
18208,Manchester United Men Solid White Cap,Men,top,Caps,white,Fall,Casual,43
54127,Rocia Women Black Heels,Women,shoes,Heels,black,Winter,Casual,57
10065,Puma Men ducati logo tee Yellow Tshirts,Men,top,Tshirts,yellow,Fall,Casual,41
24250,Numero Uno Men White Casual Shoes,Men,shoes,Casual Shoes,white,Fall,Casual,84
32335,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,Men,accessory,Watches,silver,Winter,Casual,49
25382,Levis Men White Innerwear Vest,Men,top,Innerwear Vests,white,Summer,Casual,44
56670,Maxima Men Black Dial Watch,Men,accessory,Watches,black,Winter,Casual,58
5092,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,Men,top,Tshirts,purple,Summer,Casual,23
10859,Wrangler Men Furious Rides Navy Blue T-Shirts,Men,top,Tshirts,blue,Fall,Casual,29
59638,FNF Green Wedding Collection Sari,Women,top,Sarees,green,Fall,Ethnic,33
15517,Rockport Men LLandro Red Casual Shoes,Men,shoes,Casual Shoes,red,Fall,Casual,60
4140,Skechers Women Green Shoe,Women,shoes,Casual Shoes,green,Winter,Casual,79
36795,Maxima Men Ssteele Silver Dial Watch,Men,accessory,Watches,silver,Winter,Casual,15
40527,Titan Men Gold Dial Watch,Men,accessory,Watches,gold,Winter,Casual,48
10257,John Miller Men Solid Type Black Trousers,Men,bottom,Trousers,black,Fall,Formal,46
24062,Locomotive Men Navy Blue Printed T-shirt,Men,top,Tshirts,blue,Summer,Casual,44
45869,Maxima Men Brown Dial Watch,Men,accessory,Watches,brown,Winter,Casual,37
11385,United Colors Of Benetton Women Light Winter Black Sweatshirts,Women,top,Sweatshirts,black,Fall,Casual,36
53130,Catwalk Women Brown Sandals,Women,shoes,Flats,brown,Winter,Casual,56
44187,Nike Fragrances Women 5th Element Perfume 150 ml,Women,top,Perfume and Body Mist,white,Spring,Casual,47
21510,Kiara Women Graphiti White Handbag,Women,accessory,Handbags,white,Winter,Casual,53
51667,Louis Philippe Men Grey Sunglasses,Men,accessory,Sunglasses,grey,Winter,Casual,79
22395,Mark Taylor Men Striped Blue Shirt,Men,top,Shirts,blue,Fall,Casual,39
35322,Fabindia Women Anusuya Silver Earrings,Women,accessory,Earrings,silver,Winter,Ethnic,40
6425,Lotto Unisex Canvas Black Check Shoe,Unisex,shoes,Casual Shoes,black,Summer,Casual,59
18806,Peter England Men Casual Tan Belt,Men,accessory,Belts,brown,Summer,Casual,62
23247,Arrow Men Formal Black Shoe,Men,shoes,Formal Shoes,black,Fall,Formal,98
17072,Lino Perros Women Weaved  Grey Belt,Women,accessory,Belts,grey,Winter,Casual,35
31782,Lee Women Paula Blue Top,Women,top,Tops,blue,Summer,Casual,37
42270,Vans Unisex Black & Grey Classic Shoes,Unisex,shoes,Casual Shoes,black,Summer,Casual,99
12500,United Colors of Benetton Men Short Black Shirts,Men,top,Shirts,black,Fall,Casual,49
26735,Reebok Men Pack of 2 Pirates of the Caribbean Deos,Men,top,Deodorant,black,Spring,Casual,36
30650,Nike Men Printed Black T-shirt,Men,top,Tshirts,black,Summer,Casual,49
56026,Colorbar Soft Touch Mousse Lipstick 025,Women,top,Lipstick,brown,Spring,Casual,20
21948,Murcia Women Casual Brown Handbag,Women,accessory,Handbags,brown,Winter,Casual,56
32563,ONLY Women directoire blue Trousers,Women,bottom,Trousers,blue,Summer,Casual,45
58980,Colour me Women Flowers Deo,Women,top,Deodorant,pink,Spring,Casual,20
40143,Gini and Jony Girls Pretty Blossom Blue Top,Girls,top,Tops,blue,Summer,Casual,23
10633,Carlton London Men Formal Brown Formal Shoes,Men,shoes,Formal Shoes,brown,Fall,Formal,73
24406,Vishudh Women Red Printed Kurta,Women,top,Kurtas,red,Summer,Ethnic,48
4716,ADIDAS Unisex Response ST Analogue Black Watch,Unisex,accessory,Watches,black,Winter,Sports,54
21174,s.Oliver Women Stripes Beige Top,Women,top,Tops,beige,Fall,Casual,27
15341,Nike Women Solid Pink Shorts,Women,bottom,Shorts,pink,Fall,Sports,31
52486,Red Rose Maroon Camisole,Women,top,Camisoles,red,Winter,Casual,27
53554,Probase Multicoloured Printed Boxers,Men,top,Boxers,multi,Summer,Casual,48
14293,Classic Polo Men Stripes Blue Tshirts,Men,top,Tshirts,blue,Fall,Casual,38
47366,Baggit Women Blue Bag,Women,accessory,Handbags,blue,Summer,Casual,25
6041,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt,Men,top,Tshirts,blue,Summer,Casual,22
23623,Doodle Kids Girls Pink I love Shopping Top,Girls,top,Tops,pink,Fall,Casual,43
17416,Lotto Men Atlantica Black Sports Shoe,Men,shoes,Sports Shoes,black,Fall,Sports,81
9835,Little Miss Women Printed Grey T-shirt,Women,top,Tshirts,grey,Fall,Casual,46
29319,ADIDAS Unisex Chicago Bulls Red Backpack,Unisex,accessory,Backpacks,red,Summer,Casual,23
7193,Jealous 21 Women Black Jegging,Women,bottom,Jeans,black,Fall,Casual,54
12958,ADIDAS Men Sports Black Sports Shoes,Men,shoes,Sports Shoes,black,Fall,Sports,84
27283,Mother Earth Women Magenta Kurta,Women,top,Kurtas,magenta,Fall,Ethnic,44
30234,Numero Uno Men Black Flip Flops,Men,shoes,Flip Flops,black,Summer,Casual,58
9009,Murcia Women Snake Print Bag Brown Handbags,Women,accessory,Handbags,brown,Winter,Casual,31
3533,Myntra Men's If You Don't Like Navy Blue T-shirt,Men,top,Tshirts,blue,Summer,Casual,41
42614,Estelle Women Earrings & Pendant Set,Women,accessory,Jewellery Set,gold,Winter,Casual,75
12164,Aurelia Women Voile Orange Dupatta,Women,top,Dupatta,orange,Fall,Ethnic,50
26351,DKNY Women White Dial Watch NY8472,Women,accessory,Watches,white,Winter,Casual,36
17624,ADIDAS Men Solid Navy Blue Track Pant,Men,bottom,Track Pants,blue,Fall,Sports,38
47154,Gini and Jony Girls Black Capris,Girls,bottom,Capris,black,Summer,Casual,46
35574,Gliders Men Esquire Red Flip Flops,Men,shoes,Flip Flops,red,Summer,Casual,88
46086,ADIDAS Women Lavender Hagkok Sports Shoes,Women,shoes,Sports Shoes,purple,Summer,Sports,77
51031,Enamor White Bra,Women,top,Bra,white,Summer,Casual,50
13284,Gini and Jony Kids Boys Solid Black Shorts,Men,bottom,Shorts,black,Fall,Casual,36
54543,F Sports Men White Outlander Sports Shoes,Men,shoes,Sports Shoes,white,Fall,Casual,84
55491,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024,Women,top,Lip Gloss,brown,Spring,Casual,44
26163,John Miller Men Dark Grey Trousers,Men,bottom,Trousers,grey,Summer,Formal,53
3701,Tantra Women Flower Heart Black Long T-shirt,Women,top,Tshirts,black,Summer,Casual,42
29917,Police Men White Dial Watch PL12698JS,Men,accessory,Watches,white,Winter,Casual,40
42426,Aurelia Women Sea Green Kurta,Women,top,Kurtas,sea green,Summer,Ethnic,42
32751,FILA Men Liga II Black Shoes,Men,shoes,Casual Shoes,black,Summer,Casual,69
56214,Estelle Women Gold Earrings,Women,accessory,Earrings,gold,Winter,Casual,66
10401,Jealous 21 Women Uaine Purple Tops,Women,top,Tops,purple,Fall,Casual,41
40371,Tokyo Talkies Women Navy Slim Fit Jeans,Women,bottom,Jeans,blue,Summer,Casual,50
21346,Pal Zileri Men Casual Gold Frame Sunglasses,Men,accessory,Sunglasses,gold,Winter,Casual,62
45603,Arrow Men Black Formal Shoes,Men,shoes,Formal Shoes,black,Summer,Formal,78
4524,Puma Men's YugoRun Black White Shoe,Men,shoes,Sports Shoes,black,Summer,Sports,83
37223,United Colors of Benetton Women Blue Top,Women,top,Tops,blue,Summer,Casual,34
53766,Puma Men White and Navy Blue T-shirt,Men,top,Tshirts,white,Summer,Casual,23
25520,Doodle Kids Girls City Chic White Top,Girls,top,Tops,white,Fall,Casual,27
32597,ONLY Women Black Top,Women,top,Tops,black,Summer,Casual,27
58974,Colour me Men Gold Deo,Men,top,Deodorant,gold,Spring,Casual,22
33445,Baggit Women Lamboo Mayur Black Wallet,Women,accessory,Wallets,black,Summer,Casual,58
57100,Elle Women Dark Pink Top,Women,top,Tops,pink,Summer,Casual,20
36137,Nike Women Free Run Pink Sports Shoes,Women,shoes,Sports Shoes,pink,Summer,Sports,87
41859,Estd. 1977 Men Black Sandals,Men,shoes,Sandals,black,Summer,Casual,85
21180,ADIDAS Men Adi Cells Black Flip Flops,Men,shoes,Flip Flops,black,Summer,Casual,64
39943,GAS Men Brown Count Casual Shoes,Men,shoes,Casual Shoes,brown,Summer,Casual,87
52472,Red Rose Women White & Pink Polka Dot Print Bath Robe,Women,top,Bath Robe,pink,Winter,Casual,27
58148,Puma Unisex White Cap,Unisex,top,Caps,white,Fall,Casual,20
20052,United Colors Of Benetton Women Yellow Muffler,Women,top,Mufflers,yellow,Fall,Casual,22
5630,ADIDAS Women's Adi Groove Blue Flip Flop,Women,shoes,Flip Flops,blue,Summer,Casual,95
44517,Coolers Men Brown Pokar Flip Flops,Men,shoes,Flip Flops,brown,Summer,Casual,90
47392,Baggit Women Beige Bag,Women,accessory,Handbags,beige,Fall,Casual,22
50325,Aurelia Women Navy Blue Kurta,Women,top,Kurtas,blue,Summer,Ethnic,27
8913,Puma Men Cabana Racer Sketch White Sports Shoes,Men,shoes,Sports Shoes,white,Fall,Sports,54
16530,Locomotive Men Check Red Shirt,Men,top,Shirts,red,Fall,Casual,48
22705,Nike Men White Capri II Casual Shoe,Men,shoes,Casual Shoes,white,Fall,Casual,52
7167,Scullers Men Scul Purple White Shirt,Men,top,Shirts,purple,Fall,Casual,47
46240,Fusion Beats Women White Printed Tunic,Women,top,Tunics,white,Summer,Casual,30
27277,Mother Earth Women Blue Kurta,Women,top,Kurtas,green,Fall,Ethnic,22
13042,Inc 5 Women Brown Heels,Women,shoes,Flats,brown,Winter,Casual,82
6889,Forever New Women Stone Cream Jacket,Women,top,Jackets,beige,Summer,Casual,27
31312,W Women Peach Kurta,Women,top,Kurtas,orange,Summer,Ethnic,28
12190,Basics Men Blue Slim Fit Checked Shirt,Men,top,Shirts,blue,Fall,Casual,41
55657,Catwalk Women Golden Wedges,Women,shoes,Heels,gold,Winter,Casual,81
19578,United Colors of Benetton Women Solid Purple Top,Women,top,Tops,purple,Summer,Casual,26
27879,Scullers For Her Women Blue Top,Women,top,Tops,blue,Summer,Casual,37
34452,Rocia Women Copper Sandals,Women,shoes,Flats,copper,Winter,Casual,58
6287,Classic Polo Men's Swiss Yellow T-shirt,Men,top,Tshirts,yellow,Summer,Casual,43
7355,Tantra Men's Black Sabbath Navy T-shirt,Men,top,Tshirts,blue,Fall,Casual,49
46072,Lino Perros Men Black Leather Belt,Men,accessory,Belts,black,Summer,Casual,75
22537,Gas Men Eldorado Tan Casual  Sandals,Men,shoes,Sandals,brown,Summer,Casual,65
28831,Enamor Women Pack of 3 Mid-Rise Bikini Brief,Women,top,Briefs,brown,Summer,Casual,45
43500,French Connection Men White T-shirt,Men,top,Tshirts,white,Summer,Casual,35
2627,Carlton London Women Wedge Silver Sandal,Women,shoes,Flats,silver,Fall,Casual,76
27045,Yelloe Off White Fur Zip Clutch,Women,accessory,Clutches,white,Summer,Casual,39
13270,Palm Tree Kids Girls Printed White Tops,Women,top,Tops,white,Fall,Casual,23
18698,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,Men,top,Briefs,grey,Summer,Casual,23
55465,Revlon Super Lusterous Lipstick 304,Women,top,Lipstick,red,Spring,Casual,41
26197,Formula 1 Go Men Perfume,Men,top,Perfume and Body Mist,green,Spring,Casual,33
31120,Palm Tree Girls Pink Top,Girls,top,Tops,pink,Summer,Casual,31
25712,ADIDAS Unisex Blue Cap,Unisex,top,Caps,blue,Summer,Sports,33
11527,United Colors of Benetton Men Olive Tshirts,Men,top,Tshirts,olive,Fall,Casual,33
14869,United Colors of Benetton Men Solid Black Wallets,Men,accessory,Wallets,black,Summer,Casual,74
40385,Tokyo Talkies Women Yellow Top,Women,top,Tops,yellow,Summer,Casual,47
15187,Arrow Sport Men Solid White Polo Tshirts,Men,top,Tshirts,white,Fall,Casual,43
5402,Kalenji Ekiden 200 Wn Purple 2011,Women,shoes,Sports Shoes,purple,,Sports,53
44725,Lotto Women Coral Elegant Flip Flops,Women,shoes,Flip Flops,orange,Summer,Casual,93
14055,Flying Machine Men Check Green Shirts,Men,top,Shirts,green,Fall,Casual,40
20260,Wrangler Men Applique Navy Blue Tshirt,Men,top,Tshirts,blue,Fall,Casual,40
7731,Puma Men's Winglet II Grey Yellow White Flip Flop,Men,shoes,Flip Flops,grey,Winter,Casual,56
22153,Lee Cooper Men Brown Casual Sandals,Men,shoes,Sandals,brown,Summer,Casual,53
43958,Puma Men Olive Techno Ind Sandal,Men,shoes,Sandals,olive,Fall,Casual,75
28469,Urban Yoga Women Printed Pink T-shirt,Women,top,Tshirts,pink,Summer,Casual,43
50573,Chromozome Men Charcoal Trunk Trunks,Men,top,Trunk,grey,Summer,Casual,30
34036,Palm Tree Boys Check Blue Shirt,Boys,top,Shirts,blue,Summer,Casual,45
55001,Lakme Absolute Lip Last Day Kiss Lip Colour,Women,top,Lipstick,pink,Spring,,47
8779,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,Men,top,Shirts,blue,Fall,Casual,23
3391,Murcia Women White With Stitch Bag,Women,accessory,Handbags,white,Winter,Casual,46
43164,Fastrack Men Black Watch,Men,accessory,Watches,black,Winter,Casual,39
2243,ADIDAS Men Stripe Polo White Polo T-shirt,Men,top,Tshirts,white,Fall,Sports,26
30496,Lovable Women Fiona Purple Bra,Women,top,Bra,purple,Summer,Casual,37
